===== 工作表: Records =====
交易品种	开仓方向	平仓时间	建仓价	平仓价格	平仓量	平仓交易量	净值($)	账户余额 $
黄金美元	买入	08/07/2024 22:35:17.993	2377.02	2376.43	0.1	10	-7.32	227.15
黄金美元	买入	08/07/2024 22:35:17.995	2377.01	2376.43	0.1	10	-7.22	219.93
黄金美元	买入	08/07/2024 22:35:17.996	2377.02	2376.43	0.1	10	-7.32	204.89
黄金美元	买入	08/07/2024 22:35:17.996	2377.06	2376.43	0.1	10	-7.72	212.21
黄金美元	买入	08/07/2024 22:43:21.849	2377.67	2376.87	0.05	5	-4.72	200.17
黄金美元	买入	08/07/2024 22:43:25.552	2377.61	2376.63	0.05	5	-5.62	194.55
黄金美元	买入	08/07/2024 22:43:25.552	2377.6	2376.63	0.05	5	-5.57	183.41
黄金美元	买入	08/07/2024 22:43:25.552	2377.6	2376.63	0.05	5	-5.57	188.98
黄金美元	买入	08/07/2024 22:43:25.554	2377.59	2376.63	0.05	5	-5.52	177.89
黄金美元	卖出	08/07/2024 22:51:43.559	2375.54	2376.37	0.1	10	-9.72	168.17
黄金美元	卖出	08/07/2024 22:51:43.799	2375.38	2376.37	0.1	10	-11.32	156.85
黄金美元	卖出	08/07/2024 22:51:47.350	2375.59	2376.41	0.1	10	-9.62	147.23
黄金美元	卖出	08/07/2024 22:51:47.951	2375.66	2376.42	0.1	10	-9.02	138.21
黄金美元	卖出	08/07/2024 22:51:48.954	2375.68	2376.52	0.1	10	-9.82	128.39
黄金美元	卖出	08/07/2024 22:51:50.358	2375.76	2376.56	0.1	10	-9.42	118.97
黄金美元	卖出	08/07/2024 23:07:17.774	2375.02	2374.86	0.05	5	0.08	119.05
黄金美元	卖出	08/07/2024 23:07:17.777	2375.04	2374.86	0.05	5	0.18	119.31
黄金美元	卖出	08/07/2024 23:07:17.777	2375.02	2374.86	0.05	5	0.08	119.13
黄金美元	卖出	08/07/2024 23:07:17.778	2373.59	2374.86	0.1	10	-14.12	105.19
黄金美元	卖出	08/07/2024 23:07:17.955	2375.16	2374.8	0.05	5	1.08	106.27
黄金美元	卖出	08/07/2024 23:07:17.957	2373.73	2374.8	0.1	10	-12.12	94.15
黄金美元	卖出	08/07/2024 23:07:18.916	2375.05	2374.78	0.05	5	0.63	94.78
黄金美元	卖出	08/07/2024 23:07:19.008	2375.05	2374.78	0.05	5	0.63	95.41
黄金美元	卖出	08/07/2024 23:07:19.009	2375.02	2374.78	0.05	5	0.48	95.89
黄金美元	卖出	08/07/2024 23:07:19.009	2375.04	2374.78	0.05	5	0.58	96.47
黄金美元	买入	08/07/2024 23:08:53.348	2374.78	2373.96	0.1	10	-9.62	86.85
黄金美元	买入	08/07/2024 23:08:53.350	2374.78	2373.96	0.1	10	-9.62	77.23
黄金美元	买入	08/07/2024 23:10:24.554	2374.69	2373.94	0.05	5	-4.47	68.44
黄金美元	买入	08/07/2024 23:10:24.554	2374.66	2373.94	0.05	5	-4.32	72.91
黄金美元	买入	08/07/2024 23:10:24.556	2374.76	2373.94	0.05	5	-4.82	63.62
黄金美元	买入	08/07/2024 23:10:24.557	2374.73	2373.94	0.1	10	-9.32	54.3
黄金美元	买入	08/07/2024 23:10:24.558	2374.76	2373.94	0.05	5	-4.82	49.48
黄金美元	卖出	08/07/2024 23:15:37.365	2373.07	2373.91	0.05	5	-4.92	44.56
黄金美元	卖出	08/07/2024 23:25:47.352	2373.83	2370.68	0.05	5	15.03	59.59
黄金美元	卖出	08/07/2024 23:25:47.354	2373.85	2370.68	0.05	5	15.13	74.72
黄金美元	卖出	08/07/2024 23:25:47.356	2373.73	2370.68	0.05	5	14.53	104.08
黄金美元	卖出	08/07/2024 23:25:47.356	2373.79	2370.68	0.05	5	14.83	89.55
黄金美元	卖出	08/07/2024 23:27:18.351	2370.75	2371.82	0.05	5	-6.07	90.44
黄金美元	卖出	08/07/2024 23:27:18.351	2370.45	2371.82	0.05	5	-7.57	96.51
黄金美元	卖出	08/07/2024 23:27:18.555	2370.5	2371.84	0.05	5	-7.42	83.02
黄金美元	卖出	08/07/2024 23:27:19.350	2370.44	2371.97	0.05	5	-8.37	74.65
黄金美元	卖出	08/07/2024 23:27:19.352	2370.44	2371.97	0.05	5	-8.37	66.28
黄金美元	卖出	08/07/2024 23:27:19.354	2370.81	2371.97	0.05	5	-6.52	59.76
黄金美元	卖出	08/07/2024 23:27:19.550	2370.45	2371.97	0.05	5	-8.32	51.44
黄金美元	卖出	08/07/2024 23:46:14.680	2370.98	2359.14	0.05	5	58.49	109.93
黄金美元	卖出	08/07/2024 23:46:14.733	2369.27	2359.13	0.05	5	49.99	159.92
黄金美元	卖出	08/07/2024 23:46:14.734	2370.36	2359.13	0.05	5	55.44	215.36
黄金美元	卖出	08/07/2024 23:46:14.735	2370.39	2359.13	0.05	5	55.59	326.59
黄金美元	卖出	08/07/2024 23:46:14.735	2370.4	2359.13	0.05	5	55.64	271
黄金美元	卖出	08/07/2024 23:46:14.737	2369.27	2359.13	0.05	5	49.99	376.58
黄金美元	卖出	08/07/2024 23:54:36.551	2353.45	2354.5	0.01	1	-1.19	375.39
黄金美元	买入	08/07/2024 23:55:36.351	2355.23	2354.39	0.01	1	-0.98	374.41
黄金美元	卖出	08/07/2024 23:56:43.357	2353.96	2355.13	0.01	1	-1.31	373.1
黄金美元	买入	08/07/2024 23:57:40.958	2355.38	2354.57	0.01	1	-0.95	372.15
黄金美元	买入	09/07/2024 00:01:07.071	2354.95	2354.56	0.01	1	-0.53	371.62
黄金美元	卖出	09/07/2024 00:01:55.511	2354.92	2355.5	0.05	5	-3.6	368.02
黄金美元	卖出	09/07/2024 00:02:26.174	2355.36	2354.42	0.05	5	4	372.02
黄金美元	买入	09/07/2024 00:02:51.753	2353.43	2352.56	0.05	5	-5.05	366.97
黄金美元	买入	09/07/2024 00:04:16.356	2352.38	2351.58	0.05	5	-4.7	362.27
黄金美元	卖出	09/07/2024 00:04:56.950	2351.84	2352.72	0.01	1	-1.02	361.25
黄金美元	卖出	09/07/2024 00:05:45.482	2352.47	2351.28	0.05	5	5.25	366.5
黄金美元	卖出	09/07/2024 00:08:15.981	2353.81	2354.57	0.05	5	-4.5	362
黄金美元	卖出	09/07/2024 00:09:25.355	2354.15	2354.95	0.01	1	-0.94	361.06
黄金美元	卖出	09/07/2024 00:10:30.953	2354.78	2355.83	0.05	5	-5.95	355.11
黄金美元	卖出	09/07/2024 00:17:10.478	2355.46	2353.73	0.05	5	7.95	363.06
黄金美元	卖出	09/07/2024 00:19:16.349	2353.31	2354.15	0.01	1	-0.98	362.08
黄金美元	卖出	09/07/2024 00:19:30.958	2353.74	2354.62	0.01	1	-1.02	361.06
黄金美元	卖出	09/07/2024 00:20:34.954	2354.46	2355.27	0.01	1	-0.95	360.11
黄金美元	卖出	09/07/2024 00:21:49.376	2355.08	2354.95	0.1	10	-0.12	359.99
黄金美元	卖出	09/07/2024 00:23:57.749	2354.66	2352.92	0.1	10	15.98	375.97
黄金美元	买入	09/07/2024 00:27:10.626	2353.01	2353.26	0.01	1	0.11	376.08
黄金美元	卖出	09/07/2024 00:27:48.380	2353.62	2353.92	0.01	1	-0.44	375.64
黄金美元	卖出	09/07/2024 00:30:40.350	2353.76	2354.57	0.01	1	-0.95	374.69
黄金美元	买入	09/07/2024 00:33:52.423	2354.75	2354.65	0.01	1	-0.24	374.45
黄金美元	卖出	09/07/2024 00:35:18.798	2354.7	2354.97	0.01	1	-0.41	374.04
黄金美元	买入	09/07/2024 00:37:41.751	2355.87	2355.02	0.01	1	-0.99	373.05
黄金美元	卖出	09/07/2024 00:40:50.911	2355.06	2355.39	0.01	1	-0.47	372.58
黄金美元	卖出	09/07/2024 00:40:50.967	2354.74	2355.38	0.01	1	-0.78	371.8
黄金美元	卖出	09/07/2024 00:42:12.755	2355.84	2356.66	0.01	1	-0.96	369.88
黄金美元	卖出	09/07/2024 00:42:12.755	2355.84	2356.66	0.01	1	-0.96	370.84
黄金美元	卖出	09/07/2024 00:42:12.954	2355.86	2356.66	0.01	1	-0.94	368.94
黄金美元	卖出	09/07/2024 00:44:05.385	2356.61	2356.94	0.01	1	-0.47	368.47
黄金美元	卖出	09/07/2024 00:44:05.435	2356.47	2356.94	0.01	1	-0.61	367.86
黄金美元	卖出	09/07/2024 00:44:05.437	2356.24	2356.94	0.01	1	-0.84	366.45
黄金美元	卖出	09/07/2024 00:44:05.437	2356.51	2356.94	0.01	1	-0.57	367.29
黄金美元	卖出	09/07/2024 00:45:34.568	2357.18	2357.39	0.1	10	-3.52	362.93
黄金美元	卖出	09/07/2024 00:45:52.925	2357.19	2357.51	0.1	10	-4.62	358.31
黄金美元	卖出	09/07/2024 00:47:30.535	2357.14	2357.83	0.1	10	-8.32	349.99
黄金美元	卖出	09/07/2024 00:50:27.854	2358.29	2358.71	0.1	10	-5.62	344.37
黄金美元	卖出	09/07/2024 00:55:40.751	2357.78	2358.59	0.1	10	-9.52	334.85
黄金美元	卖出	09/07/2024 00:59:31.948	2357.48	2358.67	0.1	10	-13.32	321.53
黄金美元	卖出	09/07/2024 00:59:56.669	2358.15	2358.75	0.1	10	-7.42	314.11
黄金美元	卖出	09/07/2024 01:02:19.583	2358.21	2359.04	0.1	10	-9.72	304.39
黄金美元	卖出	09/07/2024 01:02:20.389	2358.26	2359.07	0.1	10	-9.52	294.87
黄金美元	卖出	09/07/2024 01:11:04.293	2358.82	2359.06	0.1	10	-3.82	291.05
黄金美元	卖出	09/07/2024 01:11:04.356	2358.61	2359.08	0.1	10	-6.12	284.93
黄金美元	卖出	09/07/2024 01:11:04.358	2358.61	2359.08	0.1	10	-6.12	278.81
黄金美元	卖出	09/07/2024 01:14:47.558	2358.74	2359.37	0.1	10	-7.72	271.09
黄金美元	卖出	09/07/2024 01:25:00.945	2358.05	2359.03	0.1	10	-11.22	259.87
黄金美元	卖出	09/07/2024 01:25:00.948	2358.12	2359.03	0.1	10	-10.52	249.35
黄金美元	卖出	09/07/2024 01:31:40.546	2359.48	2358	0.1	10	13.38	272.11
黄金美元	卖出	09/07/2024 01:31:40.546	2359.08	2358	0.1	10	9.38	258.73
黄金美元	卖出	09/07/2024 01:38:17.949	2357.8	2358.75	0.1	10	-10.92	261.19
黄金美元	卖出	09/07/2024 01:38:17.953	2357.8	2358.75	0.1	10	-10.92	250.27
黄金美元	卖出	09/07/2024 01:41:35.356	2358.77	2359.03	0.1	10	-4.02	246.25
黄金美元	卖出	09/07/2024 01:41:35.357	2358.41	2359.03	0.01	1	-0.76	211.85
黄金美元	卖出	09/07/2024 01:41:35.357	2358.41	2359.03	0.01	1	-0.76	235.59
黄金美元	卖出	09/07/2024 01:41:35.357	2358.41	2359.03	0.01	1	-0.76	236.35
黄金美元	卖出	09/07/2024 01:41:35.357	2358.41	2359.03	0.1	10	-7.62	217.53
黄金美元	卖出	09/07/2024 01:41:35.357	2358.61	2359.03	0.1	10	-5.62	237.11
黄金美元	卖出	09/07/2024 01:41:35.357	2358.59	2359.03	0.1	10	-5.82	225.15
黄金美元	卖出	09/07/2024 01:41:35.357	2358.68	2359.03	0.1	10	-4.92	212.61
黄金美元	卖出	09/07/2024 01:41:35.357	2358.71	2359.03	0.1	10	-4.62	230.97
黄金美元	卖出	09/07/2024 01:41:35.357	2358.82	2359.03	0.1	10	-3.52	242.73
黄金美元	卖出	09/07/2024 01:41:35.402	2358.41	2359.03	0.01	1	-0.76	211.09
黄金美元	卖出	09/07/2024 02:46:02.743	2358.05	2355.28	0.8	80	210.29	421.38
黄金美元	卖出	09/07/2024 03:01:29.692	2357.6	2356.92	0.1	10	5.38	426.76
黄金美元	卖出	09/07/2024 03:01:29.743	2357.31	2356.92	0.1	10	2.48	429.24
黄金美元	卖出	09/07/2024 03:01:29.746	2357.28	2356.92	0.1	10	2.18	431.42
黄金美元	买入	09/07/2024 03:23:28.400	2357.15	2356.77	0.01	1	-0.52	430.9
黄金美元	卖出	09/07/2024 03:26:30.348	2356.26	2357.13	0.1	10	-10.12	420.78
黄金美元	卖出	09/07/2024 08:40:56.518	2360.92	2362.57	0.01	1	-1.79	8.99
黄金美元	买入	09/07/2024 10:05:39.946	2362.91	2361.12	0.01	1	-1.93	7.06
黄金美元	买入	09/07/2024 11:24:12.951	2364.89	2363.41	0.01	1	-1.62	5.44
黄金美元	买入	09/07/2024 11:24:13.348	2364.88	2363.39	0.01	1	-1.63	3.81
黄金美元	买入	09/07/2024 11:37:53.754	2364.19	2364.88	0.01	1	0.55	4.36
黄金美元	卖出	09/07/2024 11:43:36.349	2364.51	2365.41	0.01	1	-1.04	3.32
黄金美元	卖出	09/07/2024 11:46:57.978	2365.22	2365.81	0.01	1	-0.73	12.59
黄金美元	卖出	09/07/2024 11:46:58.073	2365.15	2365.81	0.04	4	-3.2	9.39
黄金美元	卖出	09/07/2024 11:49:44.747	2366.34	2366.75	0.03	3	-1.65	7.74
黄金美元	买入	09/07/2024 11:59:21.180	2366.69	2367.75	0.03	3	2.76	30.5
黄金美元	买入	09/07/2024 12:02:45.808	2366.75	2367.64	0.03	3	2.25	32.75
黄金美元	卖出	09/07/2024 12:04:54.480	2367.7	2368.42	0.03	3	-2.58	30.17
黄金美元	卖出	09/07/2024 12:18:24.982	2368.17	2368.64	0.03	3	-1.83	28.34
黄金美元	卖出	09/07/2024 12:18:25.075	2368.1	2368.64	0.03	3	-2.04	26.3
黄金美元	卖出	09/07/2024 12:18:25.076	2368.08	2368.64	0.03	3	-2.1	24.2
黄金美元	卖出	09/07/2024 12:18:25.079	2368.3	2368.64	0.03	3	-1.44	22.76
黄金美元	买入	09/07/2024 12:21:04.766	2368.61	2367.81	0.03	3	-2.82	49.94
黄金美元	买入	09/07/2024 12:21:05.947	2368.59	2367.78	0.03	3	-2.85	47.09
黄金美元	买入	09/07/2024 12:21:05.949	2368.59	2367.78	0.03	3	-2.85	44.24
黄金美元	买入	09/07/2024 12:24:33.949	2367.68	2366.88	0.1	10	-9.42	34.82
黄金美元	买入	09/07/2024 12:30:58.351	2367.75	2366.94	0.03	3	-2.85	129.12
黄金美元	买入	09/07/2024 12:30:58.351	2367.75	2366.94	0.03	3	-2.85	131.97
黄金美元	买入	09/07/2024 12:30:58.353	2367.75	2366.94	0.03	3	-2.85	126.27
黄金美元	买入	09/07/2024 12:30:59.346	2367.72	2366.72	0.03	3	-3.42	110.4
黄金美元	买入	09/07/2024 12:30:59.346	2367.67	2366.72	0.03	3	-3.27	113.82
黄金美元	买入	09/07/2024 12:30:59.346	2367.63	2366.72	0.03	3	-3.15	117.09
黄金美元	买入	09/07/2024 12:30:59.346	2367.59	2366.72	0.03	3	-3.03	120.24
黄金美元	买入	09/07/2024 12:30:59.346	2367.58	2366.72	0.03	3	-3	123.27
黄金美元	买入	09/07/2024 12:30:59.347	2367.72	2366.72	0.03	3	-3.42	97.56
黄金美元	买入	09/07/2024 12:30:59.347	2367.67	2366.72	0.03	3	-3.27	100.98
黄金美元	买入	09/07/2024 12:30:59.347	2367.59	2366.72	0.03	3	-3.03	104.25
黄金美元	买入	09/07/2024 12:30:59.347	2367.62	2366.72	0.03	3	-3.12	107.28
黄金美元	买入	09/07/2024 12:30:59.348	2367.72	2366.72	0.03	3	-3.42	87.57
黄金美元	买入	09/07/2024 12:30:59.348	2367.72	2366.72	0.03	3	-3.42	90.99
黄金美元	买入	09/07/2024 12:30:59.348	2367.63	2366.72	0.03	3	-3.15	94.41
黄金美元	买入	09/07/2024 12:30:59.349	2367.59	2366.72	0.03	3	-3.03	84.54
黄金美元	买入	09/07/2024 12:30:59.350	2367.71	2366.72	0.03	3	-3.39	81.15
黄金美元	买入	09/07/2024 12:31:00.349	2367.47	2366.64	0.03	3	-2.91	78.24
黄金美元	卖出	09/07/2024 12:55:59.148	2366.73	2368.13	0.03	3	-4.63	323.61
黄金美元	卖出	09/07/2024 12:55:59.264	2366.73	2368.04	0.01	1	-1.46	322.15
黄金美元	卖出	09/07/2024 12:56:04.350	2366.73	2368.23	0.1	10	-16.42	305.73
黄金美元	卖出	09/07/2024 12:56:04.466	2366.73	2368.22	0.01	1	-1.64	304.09
黄金美元	卖出	09/07/2024 12:56:04.497	2367.18	2368.22	0.1	10	-11.82	292.27
黄金美元	卖出	09/07/2024 12:56:04.548	2367.16	2368.22	0.1	10	-12.02	280.25
黄金美元	卖出	09/07/2024 12:56:04.549	2367.18	2368.22	0.1	10	-11.82	268.43
黄金美元	卖出	09/07/2024 12:56:08.217	2366.73	2368.18	0.85	85	-135.3	133.13
黄金美元	买入	09/07/2024 12:58:38.149	2367.94	2367.43	0.5	50	-32.6	100.53
黄金美元	买入	09/07/2024 13:09:19.148	2367.56	2367.04	0.4	40	-26.48	74.05
黄金美元	买入	09/07/2024 13:18:28.949	2365.83	2365.21	0.1	10	-7.62	66.43
黄金美元	买入	09/07/2024 13:18:28.950	2365.84	2365.21	0.1	10	-7.72	58.71
黄金美元	买入	09/07/2024 13:22:04.951	2365.35	2364.76	0.1	10	-7.32	43.37
黄金美元	买入	09/07/2024 13:22:04.951	2365.35	2364.76	0.1	10	-7.32	50.69
黄金美元	买入	09/07/2024 13:22:04.951	2365.32	2364.76	0.01	1	-0.7	58.01
黄金美元	买入	09/07/2024 13:35:54.560	2365.17	2364.83	0.1	10	-4.82	38.55
黄金美元	买入	09/07/2024 13:35:54.647	2365.19	2364.83	0.03	3	-1.5	35.55
黄金美元	买入	09/07/2024 13:35:54.647	2365.19	2364.83	0.03	3	-1.5	37.05
黄金美元	买入	09/07/2024 13:39:08.346	2365.78	2365.25	0.01	1	-0.67	34.88
黄金美元	买入	09/07/2024 14:13:34.917	2365.99	2364.26	0.1	10	-18.72	16.16
黄金美元	卖出	09/07/2024 14:21:40.761	2364.33	2364.89	0.01	1	-0.7	14.76
黄金美元	卖出	09/07/2024 14:21:40.761	2364.33	2364.89	0.01	1	-0.7	15.46
黄金美元	卖出	09/07/2024 14:21:40.763	2364.33	2364.89	0.01	1	-0.7	14.06
黄金美元	卖出	09/07/2024 14:21:40.975	2364.36	2364.94	0.01	1	-0.72	13.34
黄金美元	卖出	09/07/2024 14:21:40.976	2364.36	2364.94	0.01	1	-0.72	12.62
黄金美元	卖出	09/07/2024 14:21:40.978	2364.37	2364.94	0.01	1	-0.71	11.91
黄金美元	卖出	09/07/2024 14:31:57.989	2364.89	2364.83	0.01	1	-0.08	11.83
黄金美元	卖出	09/07/2024 14:31:58.074	2364.88	2364.83	0.01	1	-0.09	11.74
黄金美元	卖出	09/07/2024 14:31:58.075	2364.89	2364.83	0.01	1	-0.08	11.66
黄金美元	卖出	09/07/2024 14:31:58.077	2364.88	2364.83	0.01	1	-0.09	11.57
黄金美元	买入	09/07/2024 14:32:40.949	2364.99	2364.49	0.01	1	-0.64	10.93
黄金美元	买入	09/07/2024 14:32:40.951	2365.01	2364.49	0.01	1	-0.66	8.95
黄金美元	买入	09/07/2024 14:32:40.951	2365.01	2364.49	0.01	1	-0.66	9.61
黄金美元	买入	09/07/2024 14:32:40.951	2365.01	2364.49	0.01	1	-0.66	10.27
黄金美元	买入	09/07/2024 14:33:22.351	2364.54	2364.03	0.01	1	-0.65	8.3
黄金美元	买入	09/07/2024 14:33:22.351	2364.54	2364.03	0.01	1	-0.65	7.65
黄金美元	买入	09/07/2024 14:36:04.757	2364.5	2364.04	0.01	1	-0.6	7.05
黄金美元	买入	09/07/2024 14:38:18.151	2364.4	2363.83	0.01	1	-0.71	6.34
黄金美元	买入	09/07/2024 14:38:18.153	2364.4	2363.83	0.01	1	-0.71	5.63
黄金美元	卖出	09/07/2024 15:00:05.363	2363.85	2364.36	0.01	1	-0.65	4.98
黄金美元	卖出	09/07/2024 15:00:06.374	2363.88	2364.38	0.01	1	-0.64	4.34
黄金美元	买入	09/07/2024 15:00:49.554	2364.44	2363.91	0.01	1	-0.67	3.67
欧元美元	卖出	10/07/2024 15:05:41.767	1.0817	1.08243	0.01	1000	-0.76	2.91
欧元美元	卖出	10/07/2024 19:45:42.968	1.08176	1.08268	0.01	1000	-0.95	1.96
欧元美元	卖出	10/07/2024 23:42:22.631	1.08176	1.08256	0.01	1000	-0.83	1.13
欧元美元	卖出	25/06/2025 11:56:12.232	1.16211	1.16117	0.01	1000	0.88	3.52
欧元美元	卖出	25/06/2025 12:16:24.901	1.16145	1.16149	0.01	1000	-0.1	3.42
欧元美元	买入	25/06/2025 12:28:16.332	1.16156	1.16147	0.01	1000	-0.15	3.27
欧元美元	卖出	25/06/2025 13:56:57.662	1.16147	1.16183	0.01	1000	-0.43	2.84
欧元美元	买入	25/06/2025 14:03:19.295	1.16183	1.1615	0.01	1000	-0.39	2.45
欧元美元	卖出	25/06/2025 20:12:15.832	1.1615	1.15997	0.01	1000	1.47	3.92
欧元美元	买入	26/06/2025 09:18:41.335	1.16233	1.16735	0.01	1000	4.6	8.52
欧元美元	买入	26/06/2025 10:17:39.486	1.16796	1.16842	0.01	1000	0.38	8.9
欧元美元	买入	26/06/2025 11:05:50.373	1.16987	1.17071	0.01	1000	0.76	9.66
欧元美元	卖出	26/06/2025 19:39:05.347	1.17237	1.16946	0.01	1000	2.83	12.49
欧元美元	买入	27/06/2025 12:00:14.282	1.17063	1.16953	0.01	1000	-1.18	11.31
欧元美元	卖出	27/06/2025 14:42:02.344	1.16953	1.17058	0.01	1000	-1.13	10.18
欧元美元	买入	27/06/2025 18:21:06.282	1.17085	1.17049	0.01	1000	-0.44	9.74
黄金美元	买入	27/06/2025 18:24:05.060	3290.4	3287.31	0.01	1	-3.29	6.45
美元日元	买入	27/06/2025 19:09:38.318	144.586	144.525	0.01	1000	-0.48	5.97
澳元美元	卖出	27/06/2025 19:48:34.320	0.65328	0.65369	0.01	1000	-0.45	5.52
黄金美元	卖出	27/06/2025 19:50:36.115	3287.31	3280.01	0.01	1	7.1	12.62
黄金美元	卖出	27/06/2025 20:55:10.930	3277.41	3271.68	0.01	1	5.53	18.15
黄金美元	卖出	30/06/2025 09:14:34.115	3263.37	3267.87	0.01	1	-4.7	13.45
黄金美元	卖出	30/06/2025 09:39:30.524	3273.14	3272.48	0.01	1	0.46	13.91
黄金美元	卖出	30/06/2025 09:50:38.010	3271.95	3274.9	0.01	1	-3.15	10.76
黄金美元	卖出	30/06/2025 10:00:41.537	3272.94	3276.44	0.01	1	-3.7	7.06
黄金美元	买入	30/06/2025 13:15:47.889	3276.18	3286.29	0.01	1	9.91	16.97
黄金美元	卖出	30/06/2025 13:32:29.466	3288.25	3287.34	0.01	1	0.71	17.68
黄金美元	卖出	30/06/2025 13:37:59.195	3288.53	3287.7	0.01	1	0.63	18.31
黄金美元	卖出	30/06/2025 13:48:23.339	3286.37	3289.49	0.01	1	-3.32	14.99
黄金美元	买入	30/06/2025 14:17:46.960	3290.22	3288.86	0.01	1	-1.56	13.43
黄金美元	卖出	30/06/2025 14:24:05.272	3288.86	3291.8	0.01	1	-3.14	10.29
黄金美元	买入	30/06/2025 15:44:52.930	3290.95	3294.2	0.01	1	3.05	13.34
黄金美元	卖出	30/06/2025 15:51:24.733	3294.7	3296.49	0.01	1	-1.99	11.35
黄金美元	卖出	30/06/2025 16:35:40.050	3295.5	3291.48	0.01	1	3.82	15.17
黄金美元	卖出	30/06/2025 16:46:39.716	3291.66	3291.24	0.01	1	0.22	15.39
黄金美元	买入	30/06/2025 16:51:12.909	3290.18	3288.83	0.01	1	-1.55	13.84
黄金美元	卖出	30/06/2025 19:51:37.707	3288.83	3278.55	0.01	1	10.08	23.92
黄金美元	卖出	30/06/2025 21:49:29.374	3285.9	3284.71	0.01	1	0.99	24.91
黄金美元	买入	30/06/2025 22:16:17.043	3284.71	3279.64	0.01	1	-5.27	19.64
黄金美元	卖出	30/06/2025 22:33:15.565	3279.64	3286.93	0.01	1	-7.49	12.15
黄金美元	买入	01/07/2025 06:43:27.517	3286.93	3308.01	0.01	1	20.36	32.51
黄金美元	买入	01/07/2025 06:47:08.231	3293.68	3308.16	0.01	1	13.76	46.27
黄金美元	买入	01/07/2025 11:46:35.862	3318.56	3322.08	0.01	1	3.32	49.59
黄金美元	买入	01/07/2025 13:54:03.646	3330.12	3328.33	0.01	1	-1.99	47.6
黄金美元	买入	01/07/2025 14:07:38.377	3329.32	3327.45	0.01	1	-2.07	45.53
黄金美元	卖出	01/07/2025 14:29:01.609	3329.11	3328.47	0.01	1	0.44	45.97
黄金美元	卖出	01/07/2025 14:30:10.293	3328.68	3327.82	0.01	1	0.66	46.63
黄金美元	卖出	01/07/2025 14:36:29.027	3328.48	3327.87	0.01	1	0.41	47.04
黄金美元	卖出	01/07/2025 14:39:04.955	3329.35	3329.79	0.01	1	-0.64	46.4
黄金美元	买入	01/07/2025 14:42:40.046	3329.79	3331.8	0.01	1	1.81	48.21
黄金美元	买入	01/07/2025 15:01:58.310	3331.03	3331.04	0.01	1	-0.19	48.02
黄金美元	买入	01/07/2025 15:15:48.839	3336.05	3336.49	0.01	1	0.24	48.26
黄金美元	卖出	01/07/2025 15:18:47.239	3338.2	3337.77	0.01	1	0.23	48.49
美元日元	卖出	01/07/2025 15:30:39.992	143.378	143.314	0.01	1000	0.39	48.88
美元日元	卖出	01/07/2025 15:38:26.112	143.35	143.301	0.01	1000	0.28	49.16
黄金美元	卖出	01/07/2025 16:47:26.755	3338.59	3337.77	0.01	1	0.62	49.78
黄金美元	卖出	01/07/2025 17:12:35.636	3338.35	3339.57	0.01	1	-1.42	48.36
黄金美元	买入	01/07/2025 17:25:09.104	3339.55	3342.87	0.01	1	3.12	51.48
欧元美元	买入	01/07/2025 17:27:46.968	1.1793	1.18173	0.01	1000	2.35	53.83
黄金美元	卖出	01/07/2025 17:55:24.803	3347.92	3347.13	0.01	1	0.59	54.42
黄金美元	卖出	01/07/2025 17:57:01.387	3347.3	3346.31	0.01	1	0.79	55.21
黄金美元	卖出	01/07/2025 17:59:25.958	3345.75	3345.13	0.01	1	0.42	55.63
黄金美元	卖出	01/07/2025 18:29:55.943	3347.29	3346.84	0.01	1	0.25	55.88
黄金美元	卖出	01/07/2025 18:41:31.783	3345.63	3346.27	0.01	1	-0.84	55.04
黄金美元	卖出	01/07/2025 19:25:51.606	3351.77	3351.18	0.01	1	0.39	55.43
黄金美元	卖出	01/07/2025 19:33:53.542	3351.9	3350.24	0.01	1	1.46	56.89
黄金美元	卖出	01/07/2025 19:39:09.010	3349.9	3347.52	0.01	1	2.18	59.07
黄金美元	买入	01/07/2025 20:31:57.382	3352.63	3351.34	0.01	1	-1.49	57.58
黄金美元	卖出	01/07/2025 20:38:24.262	3354.45	3353.88	0.01	1	0.37	57.95
黄金美元	卖出	01/07/2025 20:51:15.570	3348.45	3357.14	0.01	1	-8.89	49.06
美元日元	卖出	01/07/2025 20:51:16.501	143.3	143.012	0.01	1000	1.95	51.01
黄金美元	卖出	01/07/2025 21:23:26.045	3348.02	3347.34	0.01	1	0.48	51.49
黄金美元	买入	01/07/2025 21:27:53.106	3348.49	3349.31	0.01	1	0.62	52.11
黄金美元	卖出	01/07/2025 21:30:13.907	3349.37	3348.19	0.01	1	0.98	53.09
黄金美元	卖出	01/07/2025 21:33:50.418	3347.67	3346.65	0.01	1	0.82	53.91
黄金美元	卖出	01/07/2025 21:39:36.072	3349.78	3346.05	0.01	1	3.53	57.44
黄金美元	卖出	01/07/2025 21:51:23.316	3348.58	3346.3	0.01	1	2.08	59.52
黄金美元	卖出	01/07/2025 22:00:04.319	3352.07	3348.85	0.05	5	15.1	74.62
黄金美元	卖出	01/07/2025 22:00:08.049	3348.93	3348.29	0.01	1	0.44	75.06
澳元美元	买入	01/07/2025 22:05:40.162	0.65701	0.65696	0.01	1000	-0.09	74.97
黄金美元	卖出	01/07/2025 22:05:51.362	3345.69	3352.52	0.01	1	-7.03	67.94
