===== 工作表: Records =====
交易品种	开仓方向	平仓时间	建仓价	平仓价格	平仓量	平仓交易量	净值($)	账户余额 $
黄金美元	卖出	07/03/2024 10:27:41.557	2146.95	2146.09	0.01	1	0.74	13.66
黄金美元	卖出	07/03/2024 10:29:13.280	2146.46	2146	0.01	1	0.34	9
黄金美元	卖出	07/03/2024 10:31:21.971	2145.33	2147.67	0.01	1	-2.46	6.54
黄金美元	卖出	07/03/2024 10:35:38.974	2149.1	2151.84	0.01	1	-2.86	3.68
黄金美元	卖出	07/03/2024 12:01:21.909	2150.62	2153.23	0.01	1	-2.73	0.95
黄金美元	买入	07/03/2024 12:08:21.344	2157.98	2155.84	0.01	1	-2.27	8.68
黄金美元	买入	07/03/2024 12:08:43.195	2157.03	2155.57	0.01	1	-1.59	7.09
黄金美元	买入	07/03/2024 12:26:46.513	2156.15	2157.1	0.02	2	1.64	18.73
黄金美元	买入	07/03/2024 12:26:55.909	2157.03	2157.58	0.01	1	0.43	19.16
黄金美元	买入	07/03/2024 12:27:14.677	2157.98	2158.4	0.01	1	0.3	19.46
黄金美元	卖出	07/03/2024 12:28:04.891	2158.88	2158.43	0.01	1	0.33	19.79
黄金美元	卖出	07/03/2024 12:32:24.760	2160.15	2159.5	0.02	2	1.04	20.83
黄金美元	卖出	07/03/2024 12:36:52.266	2158.62	2158.16	0.01	1	0.34	21.17
美元日元	买入	07/03/2024 12:56:34.282	148.523	148.552	0.02	2000	0.27	21.44
黄金美元	卖出	07/03/2024 13:02:11.800	2158.07	2157.33	0.02	2	1.22	22.66
澳元美元	买入	07/03/2024 13:33:20.509	0.6583	0.65808	0.01	1000	-0.26	22.4
美元日元	卖出	07/03/2024 13:44:54.548	148.531	148.597	0.01	1000	-0.5	21.9
新西兰元美元	买入	07/03/2024 14:00:55.157	0.61498	0.61398	0.01	1000	-1.04	20.86
新西兰元美元	买入	07/03/2024 14:01:24.423	0.61436	0.61394	0.01	1000	-0.46	20.4
黄金美元	卖出	07/03/2024 14:03:00.590	2155.82	2152.13	0.01	1	3.57	23.97
澳元美元	卖出	07/03/2024 14:03:13.515	0.65808	0.65749	0.01	1000	0.55	24.52
黄金美元	卖出	07/03/2024 14:10:15.327	2153.19	2154.65	0.01	1	-1.58	22.94
黄金美元	买入	07/03/2024 14:45:59.241	2154.66	2152.92	0.01	1	-1.86	21.08
黄金美元	买入	07/03/2024 14:46:15.962	2154.9	2152.81	0.01	1	-2.21	18.87
黄金美元	卖出	07/03/2024 15:30:17.314	2155.52	2155.89	0.04	4	-2	16.87
黄金美元	买入	07/03/2024 15:33:23.183	2155.77	2156.46	0.03	3	1.69	18.56
黄金美元	卖出	07/03/2024 15:35:42.430	2158.09	2157.24	0.06	6	4.32	22.88
黄金美元	卖出	07/03/2024 15:41:14.459	2157.87	2157.26	0.06	6	2.88	25.76
黄金美元	买入	07/03/2024 15:45:05.611	2155.97	2154.31	0.06	6	-10.74	15.02
黄金美元	买入	07/03/2024 15:45:06.529	2155.27	2154.29	0.03	3	-3.32	11.7
黄金美元	卖出	07/03/2024 15:55:25.292	2153.62	2154.87	0.01	1	-1.38	10.32
黄金美元	卖出	07/03/2024 15:56:09.260	2154.32	2154.98	0.01	1	-0.79	9.53
黄金美元	卖出	07/03/2024 15:56:39.435	2153.62	2155.36	0.02	2	-3.73	5.8
黄金美元	卖出	07/03/2024 15:56:39.436	2154.32	2155.36	0.02	2	-2.33	3.47
黄金美元	买入	07/03/2024 16:11:35.570	2156.74	2156.5	0.01	1	-0.36	43.11
黄金美元	卖出	07/03/2024 16:14:22.994	2156.12	2157.05	0.01	1	-1.05	42.06
黄金美元	买入	07/03/2024 16:14:38.100	2156.97	2156.74	0.01	1	-0.35	41.71
黄金美元	卖出	07/03/2024 16:24:53.521	2156.49	2157.22	0.1	10	-8.6	33.11
黄金美元	卖出	07/03/2024 16:26:18.631	2157	2157.31	0.01	1	-0.43	32.68
黄金美元	卖出	07/03/2024 16:27:01.441	2157.26	2157.56	0.01	1	-0.42	32.26
黄金美元	卖出	07/03/2024 16:30:58.737	2157.61	2158.17	0.01	1	-0.68	31.58
黄金美元	买入	07/03/2024 16:31:31.431	2158.16	2158.76	0.02	2	0.94	32.52
黄金美元	买入	07/03/2024 16:33:46.531	2158.81	2159.33	0.01	1	0.4	32.92
黄金美元	卖出	07/03/2024 16:35:29.925	2159.22	2159.67	0.01	1	-0.57	32.35
黄金美元	买入	07/03/2024 16:36:08.977	2159.67	2159.19	0.02	2	-1.22	31.13
黄金美元	卖出	07/03/2024 16:37:34.909	2159.27	2158.77	0.04	4	1.48	32.61
黄金美元	买入	07/03/2024 16:38:09.671	2158.77	2158.23	0.01	1	-0.66	31.95
黄金美元	卖出	07/03/2024 16:39:13.525	2158.28	2157.76	0.02	2	0.78	32.73
黄金美元	买入	07/03/2024 16:39:42.171	2157.78	2157.96	0.01	1	0.06	32.79
黄金美元	卖出	07/03/2024 16:40:19.177	2157.87	2157.39	0.01	1	0.36	33.15
黄金美元	卖出	07/03/2024 16:41:12.282	2157.26	2157.91	0.01	1	-0.77	32.38
黄金美元	买入	07/03/2024 16:42:54.151	2157.92	2157.17	0.02	2	-1.76	30.62
黄金美元	卖出	07/03/2024 16:47:36.482	2157.19	2156.45	0.04	4	2.44	33.06
黄金美元	卖出	07/03/2024 16:51:46.641	2156.57	2156.22	0.01	1	0.23	33.29
黄金美元	卖出	07/03/2024 16:54:23.712	2156.15	2155.45	0.01	1	0.58	33.87
黄金美元	卖出	07/03/2024 16:56:11.592	2155.36	2155.11	0.01	1	0.13	34
黄金美元	买入	07/03/2024 17:03:23.272	2155.11	2155.82	0.01	1	0.59	34.59
黄金美元	卖出	07/03/2024 17:06:53.948	2155.9	2155.2	0.01	1	0.58	35.17
黄金美元	买入	07/03/2024 17:07:39.660	2155.19	2155.92	0.01	1	0.61	35.78
黄金美元	卖出	07/03/2024 17:14:20.276	2155.92	2155.21	0.01	1	0.59	36.37
黄金美元	买入	07/03/2024 17:14:55.565	2155.22	2154.52	0.01	1	-0.82	35.55
黄金美元	卖出	07/03/2024 17:16:06.072	2154.49	2155.22	0.02	2	-1.72	33.83
黄金美元	买入	07/03/2024 17:21:43.364	2155.2	2154.47	0.04	4	-3.44	30.39
黄金美元	卖出	07/03/2024 17:27:56.167	2154.47	2155.48	0.08	8	-9.12	21.27
英镑美元	买入	07/03/2024 17:52:11.062	1.27446	1.2747	0.05	5000	0.82	22.09
英镑美元	买入	07/03/2024 21:44:29.204	1.27528	1.27601	0.05	5000	3.27	25.36
英镑美元	买入	07/03/2024 21:44:30.730	1.27521	1.27606	0.05	5000	3.87	29.23
英镑美元	买入	07/03/2024 21:50:18.811	1.27486	1.27494	0.05	5000	0.02	29.25
黄金美元	买入	07/03/2024 22:00:18.519	2158.6	2158.82	0.01	1	0.1	29.35
黄金美元	买入	07/03/2024 22:00:41.442	2159.85	2158.36	0.01	1	-1.61	27.74
英镑美元	买入	07/03/2024 22:04:35.790	1.27519	1.27549	0.05	5000	1.12	28.86
英镑美元	买入	07/03/2024 22:06:50.831	1.27526	1.27577	0.1	10000	4.34	33.2
英镑美元	买入	07/03/2024 22:20:42.444	1.27513	1.27563	0.05	5000	2.12	35.32
英镑美元	买入	07/03/2024 22:21:00.204	1.27538	1.27563	0.05	5000	0.87	36.19
英镑美元	买入	07/03/2024 22:22:01.852	1.27543	1.27599	0.05	5000	2.42	38.61
英镑美元	买入	07/03/2024 22:49:48.167	1.27546	1.27589	0.05	5000	1.77	40.38
英镑美元	买入	07/03/2024 22:49:51.051	1.2752	1.27587	0.05	5000	2.97	43.35
英镑美元	买入	07/03/2024 22:50:05.744	1.27588	1.27601	0.05	5000	0.27	43.62
英镑美元	买入	07/03/2024 22:51:30.715	1.27534	1.27658	0.05	5000	5.82	49.44
英镑美元	买入	07/03/2024 23:07:49.286	1.27684	1.27663	0.05	5000	-1.43	48.01
英镑美元	买入	07/03/2024 23:32:50.669	1.27697	1.27725	0.05	5000	1.02	49.03
黄金美元	买入	07/03/2024 23:42:13.211	2155.52	2155.98	0.01	1	0.34	49.37
黄金美元	买入	07/03/2024 23:45:40.971	2155.48	2156.12	0.01	1	0.52	49.89
黄金美元	买入	07/03/2024 23:50:03.864	2155.17	2155.02	0.01	1	-0.27	49.62
黄金美元	买入	07/03/2024 23:51:29.628	2155.05	2154.52	0.01	1	-0.65	48.97
英镑美元	买入	07/03/2024 23:57:07.229	1.27863	1.27882	0.05	5000	0.57	49.54
黄金美元	买入	07/03/2024 23:57:27.897	2154.67	2153.63	0.01	1	-1.16	48.38
澳元美元	买入	07/03/2024 23:58:44.558	0.66124	0.66157	0.05	5000	1.45	49.83
新西兰元美元	买入	08/03/2024 00:01:59.765	0.61662	0.61683	0.05	5000	0.87	50.7
黄金美元	卖出	08/03/2024 00:02:11.614	2154.9	2154.01	0.01	1	0.77	51.47
黄金美元	卖出	08/03/2024 00:04:33.389	2153.65	2152.42	0.01	1	1.11	52.58
澳元美元	买入	08/03/2024 00:11:37.524	0.66148	0.66137	0.05	5000	-0.75	51.83
黄金美元	卖出	08/03/2024 00:12:32.178	2151.65	2150.33	0.01	1	1.2	53.03
黄金美元	卖出	08/03/2024 00:28:28.380	2155.02	2157.7	0.01	1	-2.81	50.22
黄金美元	卖出	08/03/2024 00:28:31.112	2155.02	2157.94	0.02	2	-6.1	44.12
黄金美元	卖出	08/03/2024 00:28:32.786	2154.03	2158.07	0.01	1	-4.17	39.95
黄金美元	卖出	08/03/2024 00:28:37.975	2152.9	2158.19	0.01	1	-5.42	34.53
黄金美元	卖出	08/03/2024 00:28:54.534	2154.03	2158.38	0.01	1	-4.47	30.06
黄金美元	卖出	08/03/2024 00:28:57.759	2155.02	2158.58	0.01	1	-3.68	26.38
黄金美元	卖出	08/03/2024 01:02:01.298	2155.57	2157.26	0.01	1	-1.81	24.57
黄金美元	卖出	08/03/2024 01:02:08.162	2156.44	2157.39	0.01	1	-1.07	23.5
黄金美元	卖出	08/03/2024 01:02:19.592	2156.99	2157.6	0.01	1	-0.73	22.77
黄金美元	卖出	08/03/2024 01:12:56.703	2151.14	2157.84	0.01	1	-6.82	15.95
黄金美元	卖出	08/03/2024 01:13:23.637	2152.9	2158.16	0.01	1	-5.38	10.57
黄金美元	卖出	08/03/2024 01:14:06.969	2154.03	2158.16	0.01	1	-4.25	6.32
黄金美元	卖出	08/03/2024 01:14:07.388	2155.02	2158.16	0.01	1	-3.26	3.06
英镑美元	买入	08/03/2024 01:26:40.652	1.27904	1.27904	0.01	1000	-0.08	2.98
英镑美元	买入	08/03/2024 01:40:57.056	1.27921	1.27871	0.01	1000	-0.58	2.4
英镑美元	买入	08/03/2024 12:40:40.149	1.27865	1.28074	0.01	1000	1.99	4.39
黄金美元	卖出	08/03/2024 12:51:01.102	2156.83	2157.09	0.01	1	-0.38	4.01
澳元美元	买入	08/03/2024 13:08:12.523	0.66256	0.66275	0.01	1000	0.15	4.16
美元日元	买入	08/03/2024 13:24:55.841	147.848	147.818	0.01	1000	-0.26	3.9
美元日元	卖出	08/03/2024 13:28:53.776	147.831	147.845	0.01	1000	-0.15	3.75
黄金美元	买入	08/03/2024 13:37:11.719	2157.42	2156.91	0.01	1	-0.63	3.12
黄金美元	卖出	08/03/2024 13:41:27.199	2156.58	2157.62	0.01	1	-1.16	1.96
美元日元	卖出	08/03/2024 15:16:36.237	147.798	148.011	0.01	1000	-1.5	0.46
黄金美元	买入	08/07/2024 09:30:22.346	2389.08	2388.24	0.05	5	-4.92	300.44
黄金美元	卖出	08/07/2024 09:36:28.219	2388.22	2388.77	0.05	5	-3.47	296.97
黄金美元	买入	08/07/2024 09:39:37.744	2388.37	2387.48	0.05	5	-5.17	291.8
黄金美元	卖出	08/07/2024 10:43:11.194	2386.32	2384.2	0.05	5	9.88	301.68
黄金美元	卖出	08/07/2024 10:43:37.622	2387.51	2384.12	0.05	5	16.23	317.91
黄金美元	买入	08/07/2024 11:22:11.166	2383.11	2383.71	0.05	5	2.28	320.19
黄金美元	买入	08/07/2024 13:12:27.580	2384.62	2385.26	0.05	5	2.48	322.67
黄金美元	卖出	08/07/2024 13:24:04.210	2386.28	2385.19	0.03	3	2.84	325.51
黄金美元	卖出	08/07/2024 13:31:17.335	2386.28	2384.3	0.02	2	3.68	329.19
黄金美元	卖出	08/07/2024 13:41:49.837	2383.08	2383.78	0.05	5	-4.22	324.97
黄金美元	卖出	08/07/2024 14:04:00.525	2382.84	2381.69	0.02	2	2.01	326.98
黄金美元	卖出	08/07/2024 14:06:36.361	2382.84	2382.94	0.03	3	-0.72	326.26
黄金美元	买入	08/07/2024 14:12:10.305	2382.82	2383.6	0.05	5	3.18	329.44
黄金美元	买入	08/07/2024 14:22:05.750	2383.71	2382.95	0.05	5	-4.52	324.92
黄金美元	买入	08/07/2024 14:28:17.951	2382.69	2382.25	0.05	5	-2.92	322
黄金美元	买入	08/07/2024 14:34:13.533	2382.13	2381.66	0.05	5	-3.07	318.93
黄金美元	卖出	08/07/2024 14:47:18.231	2381.66	2380.62	0.05	5	4.49	323.42
黄金美元	买入	08/07/2024 14:48:56.549	2380.65	2379.84	0.05	5	-4.77	318.65
黄金美元	买入	08/07/2024 14:59:24.748	2378.08	2377.24	0.05	5	-4.92	313.73
黄金美元	买入	08/07/2024 15:11:57.880	2377.62	2378.85	0.05	5	5.43	319.16
黄金美元	买入	08/07/2024 15:13:08.670	2377.63	2379.06	0.05	5	6.43	325.59
黄金美元	卖出	08/07/2024 15:20:31.754	2380.07	2380.91	0.05	5	-4.92	320.67
黄金美元	卖出	08/07/2024 15:31:54.182	2380.65	2379.25	0.05	5	6.28	326.95
黄金美元	买入	08/07/2024 15:40:36.792	2379.72	2379.33	0.05	5	-2.67	324.28
黄金美元	买入	08/07/2024 15:46:38.345	2379.7	2378.9	0.05	5	-4.72	319.56
黄金美元	买入	08/07/2024 15:46:42.778	2379.69	2378.87	0.05	5	-4.82	314.74
黄金美元	买入	08/07/2024 15:51:56.127	2379.16	2379.21	0.05	5	-0.47	314.27
黄金美元	买入	08/07/2024 15:51:58.478	2379.63	2379.33	0.05	5	-2.22	312.05
黄金美元	买入	08/07/2024 15:51:59.481	2379.14	2379.33	0.05	5	0.23	312.28
黄金美元	买入	08/07/2024 15:54:14.177	2380.02	2379.14	0.05	5	-5.12	307.16
黄金美元	买入	08/07/2024 15:54:14.350	2379.95	2379.15	0.05	5	-4.72	302.44
黄金美元	买入	08/07/2024 15:57:20.371	2379.77	2378.96	0.05	5	-4.77	297.67
黄金美元	买入	08/07/2024 15:58:47.949	2379.69	2378.77	0.05	5	-5.32	292.35
黄金美元	买入	08/07/2024 15:58:47.951	2379.74	2378.77	0.05	5	-5.57	286.78
黄金美元	买入	08/07/2024 16:16:35.564	2378.86	2378.04	0.05	5	-4.82	281.96
黄金美元	买入	08/07/2024 16:16:35.565	2378.86	2378.04	0.05	5	-4.82	277.14
黄金美元	买入	08/07/2024 16:16:35.567	2378.86	2378.04	0.05	5	-4.82	272.32
黄金美元	买入	08/07/2024 16:16:35.752	2378.83	2378.03	0.05	5	-4.72	267.6
黄金美元	买入	08/07/2024 16:16:36.753	2378.81	2378	0.05	5	-4.77	262.83
黄金美元	卖出	08/07/2024 16:26:21.348	2376.97	2377.77	0.05	5	-4.72	258.11
黄金美元	卖出	08/07/2024 16:39:42.817	2376.33	2373.54	0.05	5	13.23	271.34
黄金美元	卖出	08/07/2024 16:39:43.822	2376.35	2373.5	0.05	5	13.53	284.87
黄金美元	卖出	08/07/2024 16:39:44.798	2376.35	2373.51	0.05	5	13.48	298.35
黄金美元	卖出	08/07/2024 16:39:48.348	2376.34	2373.51	0.05	5	13.43	311.78
黄金美元	卖出	08/07/2024 16:39:56.843	2376.33	2373.8	0.05	5	11.93	323.71
黄金美元	卖出	08/07/2024 16:39:58.030	2375.76	2373.79	0.05	5	9.13	332.84
黄金美元	卖出	08/07/2024 16:40:02.046	2375.77	2373.55	0.05	5	10.38	343.22
黄金美元	卖出	08/07/2024 16:40:05.018	2375.77	2373.66	0.05	5	9.83	353.05
黄金美元	卖出	08/07/2024 16:40:07.659	2375.74	2373.57	0.05	5	10.13	363.18
黄金美元	卖出	08/07/2024 16:42:56.561	2375.47	2372.16	0.05	5	15.83	379.01
黄金美元	卖出	08/07/2024 18:00:20.182	2370.29	2369.82	0.05	5	1.63	380.64
黄金美元	卖出	08/07/2024 18:11:05.026	2372.78	2372.1	0.05	5	2.68	383.32
黄金美元	买入	08/07/2024 18:31:59.680	2372.9	2373.81	0.03	3	2.3	385.62
黄金美元	买入	08/07/2024 18:37:36.363	2372.9	2372.99	0.02	2	-0.1	385.52
黄金美元	买入	08/07/2024 19:07:18.293	2373.27	2374.18	0.05	5	3.83	389.35
黄金美元	买入	08/07/2024 19:07:22.679	2373.87	2374.11	0.05	5	0.48	389.83
黄金美元	买入	08/07/2024 19:08:49.165	2372.05	2373.87	0.05	5	8.38	398.21
黄金美元	买入	08/07/2024 19:18:23.900	2373.34	2372.66	0.05	5	-4.12	394.09
黄金美元	买入	08/07/2024 19:25:48.034	2373.14	2374.2	0.05	5	4.58	398.67
黄金美元	买入	08/07/2024 19:55:14.003	2374.01	2374.73	0.02	2	1.16	399.83
黄金美元	买入	08/07/2024 20:01:09.356	2375.61	2374.69	0.02	2	-2.12	397.71
黄金美元	买入	08/07/2024 20:05:01.823	2375.16	2375.55	0.02	2	0.5	398.21
黄金美元	买入	08/07/2024 20:05:03.010	2375.41	2375.51	0.02	2	-0.08	398.13
黄金美元	卖出	08/07/2024 20:08:32.382	2374.87	2374.9	0.01	1	-0.17	397.96
黄金美元	买入	08/07/2024 20:11:40.359	2376.02	2375.19	0.01	1	-0.97	396.99
黄金美元	买入	08/07/2024 20:11:43.208	2375.06	2375.17	0.01	1	-0.03	396.96
黄金美元	买入	08/07/2024 20:24:29.635	2375.79	2376.17	0.01	1	0.24	397.2
黄金美元	买入	08/07/2024 20:37:10.959	2373.54	2372.69	0.01	1	-0.99	396.21
黄金美元	卖出	08/07/2024 20:39:54.347	2371.75	2372.54	0.01	1	-0.93	395.28
黄金美元	买入	08/07/2024 20:40:53.955	2373.01	2372.1	0.01	1	-1.05	394.23
黄金美元	买入	08/07/2024 20:41:42.394	2371.8	2370.5	0.01	1	-1.44	392.79
黄金美元	买入	08/07/2024 20:57:22.673	2371.45	2373.17	0.01	1	1.58	394.37
黄金美元	买入	08/07/2024 20:57:22.726	2373.37	2373.17	0.01	1	-0.34	394.03
黄金美元	卖出	08/07/2024 20:58:08.548	2372.96	2373.82	0.01	1	-1	393.03
黄金美元	买入	08/07/2024 20:59:09.356	2374.18	2373.14	0.01	1	-1.18	391.85
黄金美元	买入	08/07/2024 20:59:17.354	2373.8	2372.98	0.01	1	-0.96	390.89
黄金美元	买入	08/07/2024 21:07:13.568	2372.9	2374.55	0.01	1	1.51	392.4
黄金美元	买入	08/07/2024 21:08:06.752	2372.26	2375.33	0.01	1	2.93	395.33
黄金美元	买入	08/07/2024 21:08:30.795	2375.29	2374.39	0.01	1	-1.04	394.29
黄金美元	买入	08/07/2024 21:17:17.350	2375.24	2374.39	0.01	1	-0.99	393.3
黄金美元	买入	08/07/2024 21:17:19.407	2374.6	2374.31	0.01	1	-0.43	392.87
黄金美元	买入	08/07/2024 21:17:19.457	2376.25	2374.26	0.01	1	-2.13	390.74
黄金美元	买入	08/07/2024 21:17:19.460	2374.66	2374.26	0.01	1	-0.54	390.2
黄金美元	买入	08/07/2024 21:19:40.951	2374.86	2374.06	0.01	1	-0.94	389.26
黄金美元	买入	08/07/2024 21:19:40.956	2374.86	2374.06	0.01	1	-0.94	388.32
黄金美元	买入	08/07/2024 21:19:41.955	2374.8	2373.99	0.01	1	-0.95	387.37
黄金美元	卖出	08/07/2024 21:22:18.976	2373.66	2374.14	0.01	1	-0.62	386.75
黄金美元	卖出	08/07/2024 21:22:19.030	2373.47	2374.14	0.01	1	-0.81	385.94
黄金美元	卖出	08/07/2024 21:22:19.032	2373.54	2374.14	0.01	1	-0.74	385.2
黄金美元	卖出	08/07/2024 21:22:19.034	2373.42	2374.14	0.01	1	-0.86	384.34
黄金美元	买入	08/07/2024 21:28:18.358	2374.92	2374.11	0.05	5	-4.77	379.57
黄金美元	买入	08/07/2024 21:28:18.360	2374.93	2374.11	0.05	5	-4.82	369.93
黄金美元	买入	08/07/2024 21:28:18.360	2374.93	2374.11	0.05	5	-4.82	374.75
黄金美元	买入	08/07/2024 21:34:38.352	2373.92	2376.97	0.01	1	2.91	372.84
黄金美元	买入	08/07/2024 21:34:38.975	2373.98	2377.03	0.01	1	2.91	375.75
黄金美元	买入	08/07/2024 21:34:43.362	2374.12	2377.16	0.01	1	2.9	381.55
黄金美元	买入	08/07/2024 21:34:43.362	2374.12	2377.16	0.01	1	2.9	378.65
黄金美元	买入	08/07/2024 21:34:43.367	2374.13	2377.16	0.01	1	2.89	384.44
黄金美元	买入	08/07/2024 21:37:04.361	2374.78	2373.79	0.05	5	-5.67	372.9
黄金美元	买入	08/07/2024 21:37:04.361	2374.82	2373.79	0.05	5	-5.87	378.57
黄金美元	买入	08/07/2024 21:37:04.362	2374.83	2373.79	0.05	5	-5.92	366.98
黄金美元	买入	08/07/2024 21:37:04.364	2374.82	2373.79	0.05	5	-5.87	361.11
黄金美元	卖出	08/07/2024 21:39:29.762	2373.1	2373.9	0.05	5	-4.72	356.39
黄金美元	卖出	08/07/2024 21:39:38.778	2373.25	2374.06	0.05	5	-4.77	351.62
黄金美元	卖出	08/07/2024 21:39:47.756	2373.67	2374.48	0.05	5	-4.77	341.93
黄金美元	卖出	08/07/2024 21:39:47.756	2373.64	2374.48	0.05	5	-4.92	346.7
黄金美元	卖出	08/07/2024 21:39:47.758	2373.72	2374.48	0.05	5	-4.52	337.41
黄金美元	卖出	08/07/2024 21:39:47.759	2373.72	2374.48	0.05	5	-4.52	332.89
黄金美元	买入	08/07/2024 21:40:01.803	2374.57	2373.68	0.01	1	-1.03	330.86
黄金美元	买入	08/07/2024 21:40:01.803	2374.54	2373.68	0.01	1	-1	331.89
黄金美元	买入	08/07/2024 21:40:01.804	2374.45	2373.68	0.01	1	-0.91	328.91
黄金美元	买入	08/07/2024 21:40:01.804	2374.58	2373.68	0.01	1	-1.04	329.82
黄金美元	买入	08/07/2024 21:40:01.806	2374.63	2373.68	0.01	1	-1.09	327.82
黄金美元	买入	08/07/2024 21:41:52.465	2373.44	2373.36	0.1	10	-2.22	325.6
黄金美元	卖出	08/07/2024 21:43:20.374	2372.5	2373.31	0.1	10	-9.52	316.08
黄金美元	卖出	08/07/2024 21:44:46.558	2373.15	2373.99	0.1	10	-9.82	306.26
黄金美元	卖出	08/07/2024 21:44:57.752	2373.22	2374.14	0.1	10	-10.62	295.64
黄金美元	买入	08/07/2024 21:45:58.766	2374.1	2373.16	0.1	10	-10.82	284.82
黄金美元	买入	08/07/2024 21:45:59.754	2373.96	2373.11	0.1	10	-9.92	274.9
黄金美元	买入	08/07/2024 21:46:00.353	2373.88	2372.92	0.1	10	-11.02	263.88
黄金美元	买入	08/07/2024 21:46:00.353	2373.87	2372.92	0.1	10	-10.92	252.96
黄金美元	买入	08/07/2024 21:46:00.357	2373.87	2372.92	0.1	10	-10.92	219.8
黄金美元	买入	08/07/2024 21:46:00.357	2373.89	2372.92	0.1	10	-11.12	230.72
黄金美元	买入	08/07/2024 21:46:00.357	2373.89	2372.92	0.1	10	-11.12	241.84
黄金美元	买入	08/07/2024 21:46:38.361	2373.49	2372.61	0.1	10	-10.22	209.58
黄金美元	买入	08/07/2024 21:46:38.364	2373.49	2372.61	0.1	10	-10.22	199.36
黄金美元	买入	08/07/2024 21:46:38.953	2373.38	2372.58	0.1	10	-9.42	180.42
黄金美元	买入	08/07/2024 21:46:38.953	2373.39	2372.58	0.1	10	-9.52	189.84
黄金美元	买入	08/07/2024 21:46:40.391	2373.34	2372.4	0.1	10	-10.82	169.6
黄金美元	买入	08/07/2024 21:46:40.393	2373.25	2372.4	0.1	10	-9.92	159.68
黄金美元	买入	08/07/2024 21:46:40.397	2373.27	2372.4	0.1	10	-10.12	149.56
黄金美元	买入	08/07/2024 21:46:40.398	2373.23	2372.4	0.1	10	-9.72	139.84
黄金美元	卖出	08/07/2024 21:47:07.387	2372.83	2373.65	0.1	10	-9.62	130.22
黄金美元	卖出	08/07/2024 21:55:02.593	2372.95	2373.01	0.1	10	-2.02	128.2
黄金美元	卖出	08/07/2024 21:55:02.641	2372.89	2373.01	0.1	10	-2.62	123.06
黄金美元	卖出	08/07/2024 21:55:02.641	2372.9	2373.01	0.1	10	-2.52	125.68
黄金美元	卖出	08/07/2024 21:55:02.642	2372.9	2373.01	0.1	10	-2.52	120.54
黄金美元	买入	08/07/2024 22:03:48.331	2373.78	2377.49	0.1	10	35.68	156.22
黄金美元	买入	08/07/2024 22:03:49.403	2373.3	2377.58	0.05	5	20.68	176.9
黄金美元	买入	08/07/2024 22:03:50.961	2373.22	2377.57	0.05	5	21.03	197.93
黄金美元	买入	08/07/2024 22:03:56.017	2373.22	2377.38	0.05	5	20.08	218.01
黄金美元	买入	08/07/2024 22:07:51.882	2373.31	2378.16	0.05	5	23.53	241.54
黄金美元	买入	08/07/2024 22:07:53.184	2373.38	2378.17	0.05	5	23.23	264.77
黄金美元	买入	08/07/2024 22:07:57.982	2373.38	2378.18	0.05	5	23.28	288.05
黄金美元	买入	08/07/2024 22:10:55.393	2373.38	2378.25	0.05	5	23.63	311.68
黄金美元	买入	08/07/2024 22:10:55.447	2373.4	2378.24	0.05	5	23.48	358.74
黄金美元	买入	08/07/2024 22:10:55.447	2373.38	2378.24	0.05	5	23.58	335.26
黄金美元	买入	08/07/2024 22:12:32.354	2379.21	2378.31	0.05	5	-5.22	353.52
黄金美元	买入	08/07/2024 22:12:32.355	2379.21	2378.31	0.05	5	-5.22	348.3
黄金美元	买入	08/07/2024 22:12:32.557	2379.19	2378.34	0.05	5	-4.97	343.33
黄金美元	买入	08/07/2024 22:13:43.949	2379.25	2378.45	0.05	5	-4.72	338.61
黄金美元	买入	08/07/2024 22:13:43.949	2379.25	2378.45	0.05	5	-4.72	329.17
黄金美元	买入	08/07/2024 22:13:43.949	2379.25	2378.45	0.05	5	-4.72	333.89
黄金美元	买入	08/07/2024 22:13:43.953	2379.25	2378.45	0.05	5	-4.72	324.45
黄金美元	买入	08/07/2024 22:13:44.352	2379.23	2378.43	0.05	5	-4.72	319.73
黄金美元	买入	08/07/2024 22:13:44.354	2379.24	2378.43	0.05	5	-4.77	314.96
黄金美元	买入	08/07/2024 22:13:45.214	2378.28	2378.41	0.05	5	-0.07	314.89
黄金美元	买入	08/07/2024 22:16:50.744	2376.74	2376.44	0.1	10	-4.42	310.47
黄金美元	买入	08/07/2024 22:18:45.439	2376.6	2375.86	0.1	10	-8.82	301.65
黄金美元	买入	08/07/2024 22:22:27.355	2376.54	2375.72	0.1	10	-9.62	292.03
黄金美元	买入	08/07/2024 22:26:06.152	2376.38	2375.63	0.1	10	-8.92	283.11
黄金美元	买入	08/07/2024 22:26:08.552	2376.33	2375.3	0.1	10	-11.72	271.39
黄金美元	买入	08/07/2024 22:31:22.407	2376.6	2376.31	0.1	10	-4.32	267.07
黄金美元	买入	08/07/2024 22:31:22.455	2376.8	2376.29	0.1	10	-6.52	260.55
黄金美元	买入	08/07/2024 22:31:22.455	2376.66	2376.29	0.1	10	-5.12	255.43
黄金美元	买入	08/07/2024 22:31:22.457	2376.66	2376.29	0.1	10	-5.12	250.31
黄金美元	买入	08/07/2024 22:35:17.943	2377.08	2376.43	0.1	10	-7.92	242.39
黄金美元	买入	08/07/2024 22:35:17.992	2377.08	2376.43	0.1	10	-7.92	234.47
